loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,recoveries,collection_recovery_fee
9600,36,0.2,356.78,D,D4,3 years,MORTGAGE,36000,Source Verified,Current,debt_consolidation,11.3,0,690,694,1,82,0,0
30000,36,0.1447,1032.2,C,C2,10+ years,MORTGAGE,162000,Source Verified,Fully Paid,credit_card,12.79,1,665,669,0,21,0,0
36000,36,0.109,1176.89,B,B4,2 years,RENT,74000,Not Verified,Current,debt_consolidation,18.23,0,720,724,0,-1,0,0
36000,60,0.094399996,755.02,B,B1,10+ years,MORTGAGE,125000,Verified,Current,debt_consolidation,27.16,0,745,749,0,-1,0,0
8000,36,0.0797,250.59,A,A5,10+ years,MORTGAGE,60000,Not Verified,Charged Off,debt_consolidation,36.52,0,725,729,0,-1,1181.43,212.6574
30000,36,0.0683,923.99,A,A3,8 years,MORTGAGE,95000,Source Verified,Charged Off,debt_consolidation,27.39,0,700,704,0,-1,0,0
10000,36,0.16139999,352.27,C,C4,< 1 year,RENT,60000,Not Verified,Current,debt_consolidation,24.16,0,665,669,3,60,0,0
35000,60,0.1602,851.51,C,C5,,MORTGAGE,81600,Verified,Charged Off,credit_card,19.74,0,700,704,0,37,3387.19,609.6942
35000,60,0.1452,823.86,C,C3,10+ years,MORTGAGE,72000,Verified,Current,debt_consolidation,33.3,0,695,699,0,-1,0,0
22575,60,0.19049999,586.23,D,D4,5 years,MORTGAGE,66400,Verified,Fully Paid,debt_consolidation,25.79,0,700,704,1,48,0,0
31200,36,0.1408,1067.56,C,C3,10+ years,MORTGAGE,49000,Verified,Fully Paid,debt_consolidation,27.28,0,665,669,1,-1,0,0
13000,60,0.2,344.43,D,D2,4 years,RENT,42000,Verified,In Grace Period,debt_consolidation,20.29,0,660,664,1,-1,0,0
15000,60,0.17469999,376.59,D,D1,3 years,MORTGAGE,28000,Not Verified,Current,debt_consolidation,24.77,0,715,719,0,-1,0,0
12000,60,0.1447,282.16,C,C2,10+ years,RENT,36400,Verified,Current,debt_consolidation,31.78,0,705,709,0,-1,0,0
30625,36,0.1714,1094,D,D4,10+ years,RENT,80000,Verified,Fully Paid,credit_card,9.89,0,695,699,0,-1,0,0
6400,36,0.1274,214.85,C,C1,5 years,RENT,68000,Source Verified,Fully Paid,debt_consolidation,14.91,0,680,684,0,32,0,0
11950,36,0.17860001,431.19,D,D5,3 years,OWN,65000,Verified,Fully Paid,debt_consolidation,24.85,0,680,684,4,-1,0,0
20000,36,0.1274,671.38,C,C1,7 years,OWN,80000,Source Verified,Charged Off,debt_consolidation,24.08,0,735,739,0,-1,7687,1383.66
15000,36,0.1333,507.8,B,B1,6 years,MORTGAGE,119000,Source Verified,Current,debt_consolidation,12.84,0,665,669,1,-1,0,0
10000,60,0.1505,238.17,C,C4,2 years,RENT,31000,Source Verified,Current,debt_consolidation,22.73,0,740,744,0,-1,0,0
15600,36,0.099300005,502.86,B,B2,10+ years,RENT,70000,Not Verified,Current,debt_consolidation,11.93,0,700,704,1,74,0,0
4000,36,0.1359,135.92,C,C2,10+ years,RENT,30000,Verified,Current,other,26.84,3,675,679,1,6,0,0
10000,36,0.060300004,304.36,A,A1,5 years,RENT,43200,Not Verified,Fully Paid,credit_card,6,0,735,739,0,-1,0,0
26000,60,0.16950001,645.47,C,C4,10+ years,RENT,49908,Not Verified,Current,debt_consolidation,15.46,0,690,694,0,-1,0,0
19950,36,0.1114,654.47,B,B2,5 years,MORTGAGE,85280,Verified,Fully Paid,debt_consolidation,15.79,1,680,684,0,7,0,0
6000,36,0.1531,208.91,C,C5,10+ years,RENT,61000,Not Verified,Fully Paid,debt_consolidation,19.06,0,665,669,0,-1,0,0
15000,36,0.18450001,545.68,D,D2,5 years,MORTGAGE,60000,Not Verified,Fully Paid,debt_consolidation,31.3,1,700,704,1,19,0,0
7200,36,0.0756,224.17,A,A3,1 year,RENT,62000,Source Verified,Current,credit_card,7.41,0,715,719,0,-1,0,0
15000,36,0.0646,459.47,A,A1,10+ years,MORTGAGE,102365,Not Verified,Current,credit_card,35.17,0,790,794,0,-1,0,0
20000,36,0.1408,684.33,C,C3,3 years,RENT,64000,Verified,Charged Off,other,30.77,1,665,669,0,12,1919.37,345.4866
5000,36,0.0699,154.37,A,A2,10+ years,RENT,115000,Verified,Fully Paid,other,0.57,0,780,784,2,-1,0,0
12000,36,0.1149,395.66,B,B5,10+ years,RENT,69000,Source Verified,Charged Off,debt_consolidation,26.52,0,660,664,1,25,379.67,68.3406
8000,36,0.119799994,265.64,B,B5,10+ years,MORTGAGE,65000,Not Verified,Fully Paid,debt_consolidation,14.64,6,695,699,0,15,0,0
10000,36,0.1042,324.65,B,B3,6 years,MORTGAGE,50000,Not Verified,Current,debt_consolidation,23.16,0,685,689,0,50,0,0
10000,60,0.2549,296.4,E,E4,10+ years,RENT,39158.39,Verified,Late (31-120 days),debt_consolidation,11.12,0,665,669,0,-1,0,0
25000,60,0.2499,733.64,E,E4,4 years,RENT,73000,Source Verified,Fully Paid,small_business,12.03,0,665,669,0,-1,0,0
12000,36,0.1299,404.27,B,B4,2 years,MORTGAGE,70000,Not Verified,Fully Paid,credit_card,13.15,1,660,664,1,12,0,0
21050,36,0.0756,655.37,A,A3,10+ years,RENT,100000,Not Verified,Current,debt_consolidation,7.37,0,705,709,0,-1,0,0
8000,36,0.0881,253.7,A,A5,,MORTGAGE,50000,Not Verified,Current,debt_consolidation,17.64,0,715,719,0,53,0,0
5000,36,0.097600006,160.78,B,B3,,OWN,27000,Verified,Fully Paid,credit_card,8.31,0,680,684,2,-1,0,0
11850,36,0.16239999,418.02,C,C5,10+ years,RENT,42000,Not Verified,Charged Off,debt_consolidation,25.97,0,670,674,2,36,0,0
18000,36,0.0749,559.83,A,A4,10+ years,OWN,58000,Not Verified,Fully Paid,credit_card,22.55,2,705,709,2,16,0,0
16800,36,0.1299,565.98,C,C2,2 years,RENT,65000,Source Verified,Fully Paid,medical,29.73,1,665,669,1,5,0,0
8500,36,0.053200003,255.98,A,A1,,MORTGAGE,65000,Verified,Fully Paid,credit_card,1.94,0,760,764,0,-1,0,0
11200,36,0.079,350.46,A,A4,2 years,MORTGAGE,64500,Not Verified,Fully Paid,debt_consolidation,24.74,0,750,754,1,43,0,0
20000,60,0.124,448.95,B,B4,2 years,MORTGAGE,83000,Source Verified,Charged Off,credit_card,5.36,0,690,694,0,-1,0,0
2000,36,0.17469999,71.78,D,D1,7 years,RENT,50000,Verified,Fully Paid,other,24.7,0,705,709,1,-1,0,0
4200,36,0.113900006,138.28,B,B3,8 years,RENT,50000,Not Verified,Fully Paid,debt_consolidation,13.3,0,670,674,0,28,0,0
20000,60,0.1774,505.05,C,C5,7 years,OWN,78500,Source Verified,Current,debt_consolidation,24.72,0,685,689,1,55,0,0
24000,60,0.1229,537.4,C,C1,10+ years,RENT,75000,Source Verified,Charged Off,debt_consolidation,21.01,0,675,679,0,25,0,0
20500,36,0.053200003,617.36,A,A1,8 years,MORTGAGE,81000,Not Verified,Fully Paid,credit_card,10.31,0,745,749,0,-1,0,0
33600,60,0.14739999,794.77,C,C2,6 years,MORTGAGE,160000,Not Verified,Current,credit_card,16.03,0,700,704,0,45,0,0
15000,60,0.1557,361.36,C,C3,< 1 year,MORTGAGE,62000,Source Verified,Fully Paid,debt_consolidation,14.52,0,705,709,1,54,0,0
35000,60,0.1308,797.8,B,B5,5 years,MORTGAGE,275000,Not Verified,Current,credit_card,13.51,0,690,694,0,68,0,0
5600,36,0.1099,183.32,B,B4,,MORTGAGE,54000,Source Verified,Fully Paid,debt_consolidation,13.22,0,675,679,1,-1,0,0
12000,36,0.1524,417.4,C,C2,7 years,MORTGAGE,95000,Not Verified,Current,debt_consolidation,13.78,0,700,704,2,62,0,0
15000,36,0.0881,475.68,A,A5,,MORTGAGE,78755,Not Verified,Current,credit_card,37.06,0,695,699,0,27,0,0
15950,60,0.139,370.31,C,C1,,MORTGAGE,67508,Verified,Current,credit_card,26.6,1,730,734,1,6,0,0
12000,36,0.0881,380.54,A,A5,5 years,RENT,90400,Source Verified,Current,debt_consolidation,13.73,0,785,789,3,-1,0,0
11200,36,0.1102,366.78,B,B2,10+ years,MORTGAGE,82804.8,Not Verified,Current,other,36.81,0,795,799,1,-1,0,0
15000,36,0.053200003,451.73,A,A1,10+ years,RENT,99000,Source Verified,Fully Paid,credit_card,13.76,0,775,779,0,-1,0,0
14000,36,0.094399996,448.07,B,B1,7 years,RENT,91000,Source Verified,Fully Paid,credit_card,24.33,0,670,674,0,-1,0,0
8000,36,0.18450001,291.03,D,D2,10+ years,MORTGAGE,57000,Verified,Fully Paid,house,35.39,0,715,719,0,60,0,0
14000,36,0.1522,486.83,C,C3,10+ years,MORTGAGE,99000,Verified,Fully Paid,home_improvement,30.14,0,705,709,0,-1,0,0
6000,36,0.1148,197.8,B,B5,10+ years,RENT,53000,Verified,Fully Paid,other,15.92,0,730,734,0,36,0,0
2500,36,0.119899996,83.03,B,B3,< 1 year,RENT,41000,Not Verified,Fully Paid,debt_consolidation,11.86,0,705,709,0,-1,0,0
10000,36,0.2305,387.36,D,D3,9 years,RENT,83000,Not Verified,Current,debt_consolidation,18.13,0,665,669,0,33,0,0
10000,36,0.0917,318.79,B,B2,7 years,MORTGAGE,70000,Not Verified,Fully Paid,medical,13.27,0,765,769,2,-1,0,0
24000,36,0.0756,747.22,A,A3,10+ years,OWN,124000,Not Verified,Current,debt_consolidation,7.5,0,715,719,0,-1,0,0
12000,36,0.18450001,436.55,D,D2,3 years,MORTGAGE,58380,Source Verified,Current,debt_consolidation,26.45,0,670,674,0,-1,0,0
15000,60,0.1229,335.87,C,C1,10+ years,MORTGAGE,220000,Source Verified,Fully Paid,home_improvement,14.34,0,675,679,0,28,0,0
25000,60,0.26299998,752.96,E,E5,10+ years,MORTGAGE,122000,Source Verified,Current,debt_consolidation,12.39,2,680,684,0,3,0,0
7200,36,0.1144,237.23,B,B4,1 year,OWN,85224,Source Verified,Charged Off,home_improvement,28.64,0,665,669,2,-1,283.25,50.985
25000,60,0.2582,745.85,E,E4,3 years,RENT,140000,Not Verified,Fully Paid,debt_consolidation,23.85,1,680,684,0,10,0,0
25000,36,0.1699,891.2,D,D3,3 years,OWN,60000,Not Verified,Fully Paid,major_purchase,7.83,1,755,759,1,2,0,0
7000,36,0.20989999,263.69,E,E4,7 years,RENT,23330,Verified,Charged Off,debt_consolidation,14.71,1,670,674,1,21,911.48,164.0664
35000,60,0.15609999,843.9,C,C4,10+ years,MORTGAGE,180000,Verified,Fully Paid,debt_consolidation,18.52,3,715,719,0,19,0,0
12800,36,0.1008,413.51,B,B1,< 1 year,MORTGAGE,342727,Not Verified,Current,debt_consolidation,1.62,2,670,674,0,16,0,0
15000,36,0.0799,469.98,A,A5,7 years,MORTGAGE,74000,Not Verified,Charged Off,credit_card,19.06,0,710,714,0,-1,0,0
13000,60,0.124,291.82,B,B4,2 years,RENT,53532.43,Source Verified,Current,debt_consolidation,22.53,0,740,744,0,-1,0,0
22675,60,0.1308,516.86,B,B5,10+ years,OWN,82200,Not Verified,Current,debt_consolidation,18.1,0,695,699,0,-1,0,0
8000,36,0.139,273.04,C,C1,7 years,RENT,90000,Verified,Current,vacation,33.99,0,660,664,0,29,0,0
10000,60,0.1709,249.01,D,D1,< 1 year,RENT,45000,Source Verified,Current,other,3.73,0,670,674,1,-1,0,0
32000,36,0.1308,1079.44,B,B5,1 year,OWN,303000,Verified,Current,home_improvement,14.92,0,675,679,0,27,0,0
14000,36,0.16950001,498.79,C,C4,10+ years,RENT,85000,Verified,Current,debt_consolidation,12.24,0,680,684,1,68,0,0
20000,60,0.1531,479.06,C,C2,10+ years,MORTGAGE,60000,Verified,Fully Paid,debt_consolidation,22.96,1,715,719,0,20,0,0
7200,36,0.0784,225.1,A,A4,3 years,MORTGAGE,125000,Verified,Fully Paid,debt_consolidation,0.24,0,700,704,0,66,0,0
20000,60,0.22389999,556.83,E,E1,10+ years,RENT,106000,Verified,Fully Paid,debt_consolidation,17.36,1,675,679,1,8,0,0
40000,36,0.0881,1268.46,A,A5,< 1 year,MORTGAGE,300000,Source Verified,Current,debt_consolidation,1.09,0,735,739,0,-1,0,0
16000,60,0.124,359.16,B,B4,4 years,RENT,200000,Not Verified,Current,debt_consolidation,8.99,0,710,714,0,-1,0,0
12000,60,0.1279,271.75,C,C1,2 years,MORTGAGE,70000,Not Verified,Fully Paid,debt_consolidation,19.85,1,750,754,1,21,0,0
9000,36,0.0646,275.68,A,A1,10+ years,MORTGAGE,53000,Not Verified,Current,credit_card,25.27,0,690,694,0,-1,0,0
3000,36,0.16139999,105.68,C,C4,< 1 year,RENT,35000,Source Verified,Current,other,11.08,0,705,709,0,-1,0,0
2275,36,0.1262,76.24,C,C1,,RENT,9060,Verified,Fully Paid,other,22.38,0,795,799,0,-1,0,0
14000,36,0.094399996,448.07,B,B1,10+ years,RENT,115000,Not Verified,Fully Paid,other,5.86,0,675,679,1,-1,0,0
35000,60,0.17860001,886.11,D,D5,10+ years,MORTGAGE,105000,Verified,Current,debt_consolidation,34.11,0,685,689,0,-1,0,0
12000,60,0.1524,287,C,C2,10+ years,MORTGAGE,97000,Source Verified,Current,house,7.71,0,670,674,0,50,0,0
30000,60,0.2582,895.02,E,E4,10+ years,OWN,80000,Verified,Charged Off,debt_consolidation,20.82,0,685,689,3,-1,3799.15,683.847
17675,36,0.1042,573.82,B,B3,2 years,RENT,52000,Source Verified,Fully Paid,debt_consolidation,15.76,0,730,734,0,35,0,0
22400,60,0.1367,517.39,C,C4,6 years,MORTGAGE,65000,Source Verified,Fully Paid,debt_consolidation,14.59,0,670,674,0,-1,0,0
3850,36,0.1033,124.83,B,B1,< 1 year,RENT,37000,Source Verified,Current,credit_card,24.1,0,695,699,0,29,0,0
6400,36,0.143,219.68,C,C1,10+ years,MORTGAGE,65000,Not Verified,Current,debt_consolidation,24.21,0,730,734,0,-1,0,0
10000,60,0.16139999,243.93,C,C4,1 year,RENT,26000,Source Verified,Current,debt_consolidation,28.99,0,690,694,0,-1,0,0
7000,36,0.2624,282.94,E,E5,,RENT,14000,Not Verified,Fully Paid,debt_consolidation,32.59,0,715,719,0,-1,0,0
20000,36,0.1042,649.3,B,B3,< 1 year,MORTGAGE,63000,Verified,Current,debt_consolidation,41.12,0,670,674,2,-1,0,0
15000,36,0.14029999,512.89,C,C2,< 1 year,MORTGAGE,85000,Source Verified,Current,debt_consolidation,14.57,0,670,674,2,46,0,0
20000,60,0.1102,435.05,B,B2,1 year,MORTGAGE,50000,Not Verified,Current,home_improvement,26.48,0,710,714,0,-1,0,0
36000,60,0.1447,846.46,C,C2,10+ years,MORTGAGE,58000,Verified,Current,home_improvement,14.94,3,730,734,1,12,0,0
1550,36,0.2549,62.04,E,E4,10+ years,MORTGAGE,61250,Verified,Fully Paid,debt_consolidation,34.48,0,685,689,1,-1,0,0
4000,36,0.08189999,125.7,A,A4,< 1 year,RENT,16000,Source Verified,Current,debt_consolidation,30.31,0,700,704,0,-1,0,0
9600,36,0.1399,328.06,C,C3,6 years,RENT,57200,Source Verified,Fully Paid,debt_consolidation,19.83,0,745,749,0,-1,0,0
36000,36,0.0646,1102.71,A,A1,10+ years,MORTGAGE,75000,Verified,Current,debt_consolidation,34.59,0,725,729,2,-1,0,0
26775,60,0.1757,673.67,D,D4,5 years,MORTGAGE,73000,Source Verified,Fully Paid,debt_consolidation,27.63,0,715,719,1,-1,0,0
15000,36,0.072399996,464.81,A,A3,,OWN,54000,Not Verified,Fully Paid,debt_consolidation,13.84,0,735,739,0,-1,0,0
2000,36,0.053200003,60.23,A,A1,4 years,OWN,23800,Source Verified,Fully Paid,credit_card,11.04,0,795,799,0,-1,0,0
15600,60,0.2485,456.51,E,E3,< 1 year,OWN,35360,Verified,Current,debt_consolidation,52.55,0,675,679,1,-1,0,0
30000,36,0.094399996,960.15,B,B1,10+ years,MORTGAGE,140000,Source Verified,Fully Paid,debt_consolidation,18.92,1,720,724,1,10,0,0
12000,60,0.094399996,251.68,B,B1,10+ years,MORTGAGE,55000,Not Verified,Current,debt_consolidation,10.19,2,680,684,1,14,0,0
7875,36,0.070199996,243.23,A,A2,3 years,MORTGAGE,102000,Source Verified,Current,car,14.98,0,815,819,0,-1,0,0
10000,36,0.14649999,344.95,C,C2,2 years,RENT,77000,Not Verified,Fully Paid,vacation,12.92,0,690,694,1,-1,0,0
13000,36,0.0721,402.66,A,A3,5 years,MORTGAGE,58000,Not Verified,Current,debt_consolidation,22.91,0,750,754,0,50,0,0
35000,60,0.1825,893.54,D,D3,10+ years,MORTGAGE,126776,Source Verified,Charged Off,credit_card,14.45,1,705,709,1,18,0,0
31000,36,0.0531,933.42,A,A1,6 years,RENT,95000,Not Verified,Current,credit_card,14.86,0,675,679,0,49,0,0
18000,36,0.053200003,542.07,A,A1,10+ years,MORTGAGE,125000,Source Verified,Charged Off,debt_consolidation,11.94,0,750,754,0,-1,1034.71,186.2478
25600,60,0.1757,644.1,D,D4,5 years,RENT,114000,Verified,Current,debt_consolidation,36.76,1,705,709,0,9,0,0
40000,60,0.1075,864.72,B,B4,3 years,MORTGAGE,155000,Verified,Current,credit_card,8.68,0,720,724,0,-1,0,0
14000,36,0.088999994,444.55,A,A5,,MORTGAGE,175000,Source Verified,Fully Paid,credit_card,11.1,0,735,739,2,-1,0,0
21000,60,0.1229,470.22,C,C1,10+ years,RENT,74000,Verified,Fully Paid,credit_card,8.95,0,700,704,0,-1,0,0
9000,36,0.0791,281.66,A,A5,8 years,MORTGAGE,77000,Not Verified,Fully Paid,debt_consolidation,25.81,0,725,729,0,-1,0,0
10000,36,0.1499,346.61,C,C5,10+ years,OWN,44000,Not Verified,Fully Paid,renewable_energy,21.82,0,680,684,1,37,0,0
35000,60,0.1577,846.87,D,D1,1 year,MORTGAGE,106600,Verified,Current,debt_consolidation,23.74,1,665,669,1,11,0,0
15000,60,0.1367,346.47,C,C4,2 years,MORTGAGE,56000,Verified,Fully Paid,debt_consolidation,25.74,0,710,714,0,-1,0,0
12000,36,0.0975,385.8,B,B3,10+ years,OWN,80000,Source Verified,Fully Paid,credit_card,4.53,0,715,719,0,-1,0,0
8000,36,0.1153,263.93,B,B5,3 years,MORTGAGE,75000,Source Verified,Fully Paid,debt_consolidation,16.74,0,685,689,0,-1,0,0
17000,36,0.0881,539.1,A,A5,5 years,MORTGAGE,51000,Source Verified,Current,credit_card,22.68,0,685,689,0,41,0,0
35000,36,0.1171,1157.66,B,B3,10+ years,MORTGAGE,112000,Not Verified,Current,credit_card,23.45,0,700,704,0,-1,0,0
15000,36,0.0756,467.01,A,A3,4 years,RENT,45000,Source Verified,Current,debt_consolidation,23.22,0,705,709,1,-1,0,0
2500,36,0.1299,84.23,C,C2,< 1 year,MORTGAGE,77500,Not Verified,Fully Paid,debt_consolidation,21.59,1,665,669,1,15,0,0
35000,60,0.2399,1006.68,F,F3,10+ years,MORTGAGE,100000,Source Verified,Fully Paid,debt_consolidation,16.57,0,680,684,2,-1,0,0
28000,36,0.2305,1084.61,D,D3,,OWN,37600,Source Verified,Current,debt_consolidation,49.63,1,665,669,0,18,0,0
19200,60,0.288,607.11,D,D5,10+ years,MORTGAGE,106000,Verified,Current,home_improvement,21.03,2,680,684,0,18,0,0
7000,36,0.0799,219.33,A,A5,1 year,RENT,75000,Source Verified,Fully Paid,credit_card,12.02,0,690,694,0,76,0,0
20000,36,0.0999,645.25,B,B3,2 years,MORTGAGE,80000,Not Verified,Fully Paid,debt_consolidation,6.94,1,710,714,1,5,0,0
16200,60,0.1999,429.12,E,E4,7 years,MORTGAGE,45000,Source Verified,Charged Off,debt_consolidation,24.03,0,680,684,1,25,1685.94,303.4692
8000,36,0.1558,279.61,D,D3,< 1 year,RENT,58000,Verified,Fully Paid,credit_card,19.66,0,660,664,1,36,0,0
13550,36,0.1367,460.94,C,C4,2 years,MORTGAGE,58000,Verified,Fully Paid,debt_consolidation,24.75,0,675,679,0,64,0,0
12000,60,0.119899996,266.88,B,B5,,RENT,50400,Not Verified,Fully Paid,debt_consolidation,7.19,0,695,699,0,70,0,0
20000,36,0.099300005,644.69,B,B2,,MORTGAGE,65000,Verified,Fully Paid,debt_consolidation,17.3,0,680,684,1,33,0,0
7000,36,0.1407,239.49,C,C3,10+ years,MORTGAGE,100000,Source Verified,Fully Paid,credit_card,9.37,0,690,694,0,-1,0,0
18000,36,0.1855,655.73,E,E2,10+ years,MORTGAGE,91000,Not Verified,Fully Paid,debt_consolidation,11.19,0,665,669,2,51,0,0
15700,60,0.124,352.42,B,B4,3 years,RENT,40000,Not Verified,Current,debt_consolidation,39.09,0,715,719,0,-1,0,0
21000,60,0.1601,510.8,C,C5,10+ years,MORTGAGE,70000,Verified,Current,debt_consolidation,22.13,0,675,679,0,-1,0,0
9000,36,0.053200003,271.04,A,A1,8 years,RENT,127519,Verified,Fully Paid,medical,0.71,0,770,774,0,-1,0,0
20000,36,0.089899994,635.91,B,B1,2 years,MORTGAGE,130000,Verified,Fully Paid,home_improvement,23.57,0,680,684,0,-1,0,0
21000,60,0.061100002,407.07,A,A1,1 year,OWN,44000,Source Verified,Current,credit_card,13.48,0,725,729,0,-1,0,0
7000,36,0.1144,230.64,B,B4,< 1 year,RENT,48000,Source Verified,Charged Off,moving,33.35,0,685,689,0,-1,589.79,53.0811
18000,36,0.119799994,597.69,B,B5,1 year,RENT,43600,Not Verified,Fully Paid,moving,3.14,0,700,704,1,-1,0,0
24000,36,0.083900005,756.4,A,A5,< 1 year,MORTGAGE,56000,Source Verified,Fully Paid,home_improvement,20.06,0,700,704,1,66,0,0
22000,36,0.1311,742.44,B,B4,10+ years,MORTGAGE,138000,Source Verified,Fully Paid,debt_consolidation,16.12,1,710,714,1,11,0,0
2600,36,0.1757,93.44,D,D2,10+ years,MORTGAGE,60000,Not Verified,Fully Paid,medical,22.18,0,700,704,1,45,0,0
24000,36,0.17969999,867.3,D,D1,10+ years,MORTGAGE,75000,Verified,Current,home_improvement,0.86,0,685,689,0,47,0,0
5000,36,0.1249,167.25,B,B5,8 years,RENT,63000,Not Verified,Fully Paid,debt_consolidation,13.71,0,675,679,0,44,0,0
18000,36,0.0646,551.36,A,A1,4 years,RENT,48000,Not Verified,Current,credit_card,24.5,1,735,739,2,23,0,0
23200,60,0.1042,497.74,B,B3,10+ years,OWN,52000,Not Verified,Current,debt_consolidation,22.46,0,815,819,0,79,0,0
35000,60,0.1774,883.83,C,C5,10+ years,MORTGAGE,133447,Source Verified,Current,debt_consolidation,12.32,3,670,674,1,7,0,0
3150,36,0.202,117.39,E,E3,7 years,MORTGAGE,84576,Not Verified,Fully Paid,other,12.53,0,670,674,1,42,0,0
20000,60,0.1229,447.83,C,C1,10+ years,MORTGAGE,76788,Not Verified,Fully Paid,debt_consolidation,30.17,0,730,734,3,-1,0,0
12150,60,0.2631,366.01,E,E4,10+ years,RENT,33800,Verified,Charged Off,debt_consolidation,26.88,0,675,679,0,-1,0,0
25000,60,0.1399,581.58,C,C3,10+ years,RENT,85000,Source Verified,Charged Off,debt_consolidation,15.7,0,675,679,1,31,2984.67,537.2406
3000,36,0.18620001,109.4,D,D1,10+ years,RENT,77000,Not Verified,Current,medical,20.62,0,660,664,1,-1,0,0
7200,36,0.08180001,226.23,B,B1,6 years,OWN,93000,Not Verified,Fully Paid,major_purchase,21.39,1,675,679,0,6,0,0
35000,36,0.1299,1179.12,C,C1,1 year,RENT,145000,Verified,Charged Off,credit_card,6.67,2,680,684,0,20,4487.34,807.7212
26300,60,0.124,590.36,B,B4,10+ years,RENT,104000,Source Verified,Current,debt_consolidation,24.64,0,795,799,0,-1,0,0
10625,60,0.1308,242.19,B,B5,< 1 year,MORTGAGE,50000,Not Verified,Current,debt_consolidation,7.66,0,745,749,1,-1,0,0
15950,60,0.1999,422.49,E,E1,3 years,MORTGAGE,42000,Source Verified,Charged Off,debt_consolidation,8.4,1,675,679,2,16,1737.9,312.822
4500,36,0.0672,138.38,A,A3,1 year,RENT,38000,Source Verified,Fully Paid,debt_consolidation,23.66,0,720,724,0,38,0,0
17000,36,0.0784,531.47,A,A4,5 years,RENT,79000,Not Verified,Fully Paid,credit_card,8.02,0,740,744,1,-1,0,0
10000,36,0.1366,340.13,C,C3,8 years,MORTGAGE,49000,Not Verified,Fully Paid,other,29.17,0,660,664,1,24,0,0
4000,36,0.1273,134.26,B,B5,10+ years,MORTGAGE,3200,Verified,Current,debt_consolidation,295.86,0,755,759,0,32,0,0
20000,36,0.0992,644.6,B,B2,10+ years,MORTGAGE,90000,Verified,Fully Paid,credit_card,26.43,0,660,664,0,-1,0,0
17000,60,0.1612,414.5,C,C3,,OWN,68000,Not Verified,Current,major_purchase,17.31,0,725,729,0,-1,0,0
7000,36,0.16290002,247.11,D,D2,2 years,RENT,40560,Not Verified,Fully Paid,credit_card,18.14,0,665,669,0,-1,0,0
10000,36,0.0746,310.88,A,A4,4 years,RENT,90000,Not Verified,Fully Paid,debt_consolidation,11.73,0,680,684,0,-1,0,0
3650,36,0.053200003,109.92,A,A1,2 years,MORTGAGE,58000,Verified,Fully Paid,debt_consolidation,10.32,0,800,804,0,-1,0,0
15000,36,0.0999,483.94,B,B3,10+ years,RENT,63000,Source Verified,Charged Off,credit_card,19.79,0,660,664,1,48,0,0
35000,60,0.0797,709.18,A,A5,10+ years,MORTGAGE,195000,Verified,Current,debt_consolidation,14.13,0,725,729,0,74,0,0
22000,36,0.066700004,675.99,A,A2,10+ years,MORTGAGE,72000,Not Verified,Current,debt_consolidation,11.44,0,690,694,0,46,0,0
10000,36,0.225,384.5,D,D3,10+ years,RENT,60000,Source Verified,Current,debt_consolidation,21.92,0,690,694,1,40,0,0
6675,36,0.1699,237.95,D,D3,< 1 year,RENT,22000,Source Verified,Charged Off,credit_card,15.77,0,660,664,3,-1,305.92,55.0656
18000,36,0.139,614.33,C,C1,,OWN,68904,Not Verified,Current,credit_card,34.06,0,685,689,1,-1,0,0
12000,60,0.1447,282.16,C,C2,10+ years,MORTGAGE,62000,Not Verified,Current,debt_consolidation,36.9,0,730,734,0,-1,0,0
8000,36,0.1262,268.09,C,C1,< 1 year,OWN,85000,Source Verified,Fully Paid,credit_card,22.01,0,660,664,0,-1,0,0
7000,36,0.1894,256.38,D,D2,10+ years,MORTGAGE,154000,Source Verified,Current,debt_consolidation,21.83,0,705,709,0,-1,0,0
